หมวด,รายการวัสดุ / ค่าแรง,ปริมาณ,หน่วย,ค่าวัสดุ/หน่วย,ค่าแรง/หน่วย,สูตร,,
13,ต่อเติมโรงรถ/หลังคาระเบียง (โครงเหล็ก+เมทัลชีท),,ตร.ม,"2,500.00","1,000.00",,,
13,ตกแต่งหินหน้าเสาโชว์ (หินทราย/หินเทียม),,ต้น,"3,500.00","1,500.00",,,
13,งานราวเหล็ก (Steel) แบบมาตรฐาน (ราวเหล็กทั่วไป),,เมตร,"1,800.00",750,,,
13,งานราวสแตนเลส (Stainless Steel) แบบท่อกลม/เหลี่ยมมาตรฐาน,,เมตร,"3,500.00","1,500.00",,,
13,งานเคาน์เตอร์ครัว (ก่อปูน/กรุกระเบื้อง/ใส่บานซิงค์),,เมตร,"3,500.00","1,500.00",,,
14,เครื่องปรับอากาศ (แอร์ 9000 BTU),,เครื่อง,9500,1500,,,
14,เครื่องปรับอากาศ (แอร์ 12000 BTU),,เครื่อง,12500,1500,,,
14,เครื่องปรับอากาศ (แอร์ 18000 BTU),,เครื่อง,16500,1500,,,
14,พัดลมดูดอากาศ (ฝังฝ้า/ติดผนัง),,ชุด,800,300,,,
14,อ่างล้างจาน (Sink สแตนเลส 1 หลุมพร้อมที่พัก),,ชุด,1800,500,,,
14,ก๊อกน้ำซิงค์ล้างจาน,,ชุด,850,150,,,
14,ตู้จดหมายและกริ่งหน้าบ้าน,,ชุด,1200,300,,,
14,ค่าตั้งแคมป์คนงานและน้ำ-ไฟชั่วคราว,,เหมา,10000,0,,,
14,ค่าเก็บขยะและทำความสะอาดก่อนส่งมอบ,,เหมา,0,5000,,,
14,ค่าดำเนินการและกำไรผู้รับเหมา (Overhead & Profit 10%),,เหมา,0,0,,,
